Date              ,Ashokan East Storage,Ashokan East Elevation,Ashokan West Storage,Ashokan West Elevation,Schoharie Storage,Schoharie Elevation,Rondout Storage,Rondout Elevation,Neversink Storage,Neversink Elevation,Pepacton Storage,Pepacton Elevation,Cannonsville Storage,Cannonsville Elevation
1509523200,65.36,577.86,36.34,577.89,12.92,1109.86,47.26,835.85,30.74,1430.03,116.60,1264.45,47.69,1112.87
1509609600,64.95,577.58,36.82,578.59,13.28,1111.05,47.32,835.94,30.68,1429.90,116.87,1264.61,48.20,1113.33
1509696000,64.36,577.31,37.18,579.14,13.56,1111.97,47.22,835.79,30.72,1429.99,117.08,1264.74,48.66,1113.74
1509782400,63.71,576.94,37.49,579.56,13.78,1112.73,47.28,835.88,30.83,1430.22,117.15,1264.78,49.05,1114.09
1509868800,63.15,576.52,37.78,579.92,13.98,1113.39,47.36,836.00,30.94,1430.47,117.11,1264.76,49.35,1114.36
1509955200,62.53,576.14,38.04,580.24,14.19,1114.04,47.46,836.14,31.07,1430.75,117.23,1264.83,49.75,1114.72
1510041600,61.92,575.75,38.28,580.52,14.38,1114.66,47.50,836.21,31.19,1431.01,117.20,1264.81,50.13,1115.06
1510128000,61.32,575.35,38.49,580.78,14.55,1115.20,47.56,836.29,31.26,1431.16,116.96,1264.67,50.44,1115.33
1510214400,60.76,574.96,38.71,581.00,14.71,1115.69,47.46,836.15,31.37,1431.37,116.78,1264.56,50.68,1115.55
1510300800,60.13,574.55,38.85,581.22,14.84,1116.13,47.53,836.25,31.24,1431.10,116.70,1264.51,50.94,1115.76
1510387200,59.54,574.14,39.01,581.38,14.97,1116.52,47.36,835.99,31.32,1431.28,116.52,1264.40,51.19,1115.97
1510473600,59.11,573.72,39.15,581.55,15.09,1116.89,47.17,835.71,31.40,1431.45,116.37,1264.31,51.39,1116.14
1510560000,59.02,573.43,39.30,581.71,15.15,1115.50,47.01,835.48,31.24,1431.12,116.02,1264.10,51.57,1116.30
1510646400,58.86,573.36,39.54,581.88,15.16,1118.92,46.97,835.42,31.30,1431.25,115.79,1263.96,51.47,1116.21
1510732800,58.44,573.25,39.80,582.13,15.14,1118.81,47.04,835.52,31.33,1431.31,115.60,1263.85,51.32,1116.08
1510819200,57.96,572.96,40.08,582.41,15.13,1118.81,47.32,835.93,31.27,1431.20,115.34,1263.69,51.18,1115.96
1510905600,57.47,572.61,40.32,582.70,15.14,1117.07,47.34,835.96,31.35,1431.35,115.24,1263.63,51.05,1115.84
1510992000,57.04,572.29,40.62,582.97,15.14,1117.05,47.45,836.14,31.51,1431.70,115.24,1263.63,50.94,1115.76
1511078400,56.61,572.01,40.96,583.31,15.21,1117.35,47.52,836.24,31.74,1432.20,115.32,1263.68,51.00,1115.81
1511164800,56.08,571.67,41.23,583.64,15.22,1117.23,46.99,835.45,31.88,1432.49,115.60,1263.84,51.32,1116.08
1511251200,55.57,571.33,41.51,583.94,15.23,1117.34,46.94,835.37,32.00,1432.76,115.65,1263.88,51.39,1116.14
1511337600,55.06,570.97,41.78,584.26,15.24,1117.39,46.91,835.33,31.92,1432.58,115.55,1263.82,51.33,1116.09
1511424000,54.54,570.62,42.05,584.55,15.25,1117.41,47.00,835.46,32.00,1432.75,115.55,1263.82,51.27,1116.04
1511510400,54.05,570.25,42.31,584.84,15.22,1117.30,47.07,835.56,32.08,1432.94,115.49,1263.79,51.18,1115.95
1511596800,53.60,569.91,42.60,585.11,15.24,1117.31,47.15,835.66,32.14,1433.07,115.42,1263.75,51.07,1115.87
1511683200,53.08,569.57,42.85,585.39,15.22,1117.30,47.14,835.67,32.19,1433.18,115.34,1263.69,50.99,1115.80
1511769600,53.02,569.18,42.80,585.64,15.25,1117.23,47.01,835.48,32.05,1432.86,115.52,1263.80,51.03,1115.83
1511856000,53.04,569.14,42.73,585.60,15.20,1117.25,46.94,835.37,31.89,1432.51,115.67,1263.88,50.89,1115.71
1511942400,52.92,569.15,42.66,585.53,15.15,1117.05,46.61,834.88,31.66,1432.01,115.85,1264.00,51.05,1115.85
1512028800,52.88,569.07,42.42,585.47,15.13,1117.01,46.64,834.92,31.71,1432.14,115.72,1263.92,50.89,1115.71
1136073600,81.73,587.73,47.53,590.33,17.55,1124.3,47.72,836.54,33.99,1436.89,129.34,1271.97,90.52,1145.93
1136160000,81.71,587.72,47.5,590.3,17.72,1124.8,47.78,836.63,33.89,1436.71,130.21,1272.48,91.69,1146.69
1136246400,81.77,587.75,47.51,590.31,17.85,1125.18,47.89,836.79,33.84,1436.57,131.08,1272.98,92.81,1147.43
1136332800,81.64,587.67,47.36,590.17,17.88,1125.29,47.93,836.85,33.75,1436.34,131.62,1273.29,93.66,1148.01
1136419200,81.58,587.64,47.32,590.13,17.89,1125.29,47.98,836.92,33.63,1436.1,132.28,1273.65,94.5,1148.54
1136505600,81.51,587.59,47.27,590.08,17.84,1125.15,47.99,836.94,33.51,1435.81,132.87,1273.99,95.22,1149.01
1136592000,81.46,587.57,47.2,590.02,17.73,1124.84,47.98,836.93,33.36,1435.5,133.38,1274.27,95.83,1149.41
1136678400,81.42,587.54,47.16,589.98,17.6,1124.45,47.97,836.9,33.22,1435.19,133.83,1274.52,96.41,1149.79
1136764800,81.39,587.53,47.11,589.92,17.47,1124.08,47.94,836.86,33.06,1434.87,134.22,1274.74,96.88,1150.1
1136851200,81.38,587.52,47.08,589.9,17.36,1123.74,47.92,836.83,32.91,1434.55,134.65,1274.98,97.39,1150.41
1136937600,81.43,587.55,47.16,589.97,17.36,1123.75,47.88,836.77,32.76,1434.51,134.93,1275.14,97.73,1150.63
1137024000,81.6,587.65,47.52,590.32,18.17,1126.07,47.84,836.71,33.01,1435.29,136.16,1275.83,98.6,1151.16
1137110400,81.77,587.75,47.59,590.38,18.68,1127.48,47.73,836.55,33.33,1435.87,137.27,1276.45,99.16,1151.51
1137196800,82.16,587.99,48.26,591.03,19.58,1129.97,47.97,836.9,33.63,1437.94,139.78,1277.85,100.39,1152.28
1137283200,82.51,588.19,48.35,591.1,19.74,1130.41,48.2,837.25,35.11,1439.8,142.79,1279.49,101.44,1152.93
1137369600,82.26,588.04,48.13,590.9,19.66,1130.19,48.17,837.2,35.57,1440.34,144.51,1280.42,101.13,1152.74
1137456000,82.14,587.97,47.89,590.67,19.64,1130.14,48.11,837.11,35.67,1440.44,145.26,1280.82,100.64,1152.43
1137542400,83.64,588.87,49.2,591.91,20.32,1131.91,49.47,839.14,35.72,1441.44,147.22,1281.88,102.03,1153.3
1137628800,83.55,588.81,48.57,591.32,19.89,1130.79,50.29,840.36,36.02,1440.82,147.04,1281.78,103.12,1153.97
1137715200,82.71,588.31,48.22,590.98,19.76,1130.47,50.3,840.37,35.79,1440.56,146.24,1281.34,102.21,1153.41
1137801600,82.28,588.05,48.05,590.83,19.71,1130.32,50.24,840.28,35.72,1440.47,145.79,1281.1,101.34,1152.86
1137888000,82.03,587.9,47.96,590.74,19.66,1130.21,50.19,840.2,35.69,1440.43,145.47,1280.93,100.66,1152.45
1137974400,82.05,587.92,47.76,590.54,19.64,1130.16,50.18,840.19,35.69,1440.46,145.33,1280.85,100.2,1152.16
1138060800,81.89,587.82,47.54,590.34,19.62,1130.1,50.14,840.13,35.69,1440.41,145.11,1280.74,99.87,1151.95
1138147200,81.78,587.75,47.5,590.3,19.58,1130,50.05,840,35.64,1440.28,144.83,1280.59,99.59,1151.78
1138233600,81.62,587.66,47.45,590.26,19.53,1129.85,49.8,839.63,35.58,1440.14,144.55,1280.43,99.36,1151.63
1138320000,81.57,587.63,47.44,590.25,19.4,1129.48,49.57,839.28,35.5,1440.02,144.25,1280.27,99.1,1151.48
1138406400,81.52,587.6,47.44,590.25,19.28,1129.16,49.34,838.94,35.47,1440,144.1,1280.19,98.93,1151.37
1138492800,81.55,587.62,47.46,590.27,19.18,1128.89,49.14,838.65,35.47,1440.03,144.04,1280.16,98.84,1151.31
1138579200,81.58,587.64,47.5,590.3,19.15,1128.79,48.99,838.43,35.51,1440.13,144.08,1280.18,98.87,1151.33
1138665600,81.37,587.58,47.06,585.72,19.01,1119.71,48.73,838.24,35.56,1440.08,142.86,1270.58,98.88,1151.49
1138752000,80.16,582.43,46.62,585.02,18.96,1120.17,47.85,831.42,35.59,1428.21,141.8,1269.82,97.66,1142.58
1138838400,81.34,586.98,47.3,589.58,18.98,1126.7,48.39,836.95,35.55,1438.55,143.91,1279.01,99.15,1150.58
1138924800,81.86,587.81,47.75,590.53,18.87,1126.51,48.56,837.79,35.56,1440.43,144.71,1280.52,99.81,1151.91
1139011200,82.08,587.94,47.84,590.62,19.71,1130.34,48.57,837.8,35.73,1440.52,144.97,1280.66,100.16,1152.13
1139097600,82.32,588.08,47.99,590.76,19.78,1130.52,48.66,837.93,35.79,1440.67,145.34,1280.86,100.39,1152.28
1139184000,82.22,588.02,47.86,590.64,19.7,1130.31,48.62,837.87,35.76,1440.52,145.36,1280.87,100.31,1152.23
1139270400,82.03,587.9,47.76,590.55,19.63,1130.11,48.49,837.68,35.69,1440.43,145.27,1280.82,100.1,1152.09
1139356800,81.86,587.81,47.68,590.47,19.61,1130.08,48.33,837.44,35.67,1440.38,145.09,1280.73,99.79,1151.91
1139443200,81.74,587.73,47.6,590.4,19.56,1129.94,48.25,837.32,35.65,1440.12,144.77,1280.55,99.55,1151.75
1139529600,81.64,587.55,47.39,590.04,19.48,1129.72,48.17,837.2,35.44,1440.01,144.49,1280.4,99.35,1151.63
1139616000,81.59,587.64,47.52,590.32,19.28,1129.16,48,836.95,35.52,1440.03,144.31,1280.3,99.14,1151.5
1139702400,81.53,587.61,47.46,590.26,18.91,1128.13,48.02,836.99,35.39,1439.63,144.16,1280.23,98.97,1151.39
1139788800,81.47,587.57,47.38,590.19,18.6,1127.27,47.93,836.84,35.19,1439.47,144,1280.14,98.81,1151.29
1139875200,81.43,587.55,47.34,590.15,18.26,1126.31,47.67,836.46,35.24,1439.56,143.8,1280.03,98.69,1151.22
1139961600,81.44,587.55,47.33,590.14,18.01,1125.61,47.31,835.92,35.25,1439.56,143.63,1279.94,98.59,1151.16
1140048000,81.39,587.52,47.31,590.12,17.74,1124.85,46.92,835.34,35.26,1439.5,143.51,1279.87,98.52,1151.12
1140134400,81.39,587.53,47.23,590.05,17.55,1124.31,46.74,835.07,35.11,1439.09,143.35,1279.79,98.48,1151.09
1140220800,81.32,587.48,47.14,589.96,17.35,1123.71,46.62,834.89,34.9,1438.56,143.43,1279.83,98.45,1151.07
1140307200,81.27,587.45,47.08,589.9,17.04,1122.8,46.48,834.68,34.61,1437.94,143.49,1279.86,98.31,1150.99
1140393600,81.25,587.44,47.04,589.86,16.74,1121.89,46.36,834.49,34.3,1437.32,143.51,1279.88,98.24,1150.94
1140480000,81.24,587.43,47,589.82,16.38,1120.84,46.23,834.29,34.01,1437.11,143.55,1279.9,98.21,1150.92
1140566400,81.3,587.47,46.93,589.75,16.07,1119.91,45.55,833.25,34.05,1437.22,143.54,1279.89,98.12,1150.86
1140652800,81.27,587.45,46.9,589.71,15.86,1119.26,46.86,835.4,34.14,1437.37,143.31,1279.77,98.08,1150.84
1140739200,81.22,587.43,46.83,589.65,15.41,1117.87,44.54,831.68,34.22,1437.51,142.96,1279.6,98.03,1150.81
1140825600,81.2,587.41,46.74,589.56,15.04,1116.69,44.01,830.87,34.28,1437.62,142.69,1279.43,97.98,1150.78
1140912000,81.17,587.39,46.66,589.48,14.67,1115.54,43.48,830.05,34.33,1437.71,142.37,1279.26,97.9,1150.73
1140998400,81.15,587.38,46.59,589.4,14.28,1114.31,43.09,829.44,34.36,1437.66,141.94,1279.03,97.83,1150.69
1141084800,81.14,587.38,46.52,589.34,13.9,1113.07,43.3,829.78,34.18,1436.89,141.32,1278.69,97.78,1150.65
1141171200,81.07,587.34,46.43,589.25,13.5,1111.75,43.44,830,33.74,1436.28,140.91,1278.47,97.77,1150.65
1141257600,81.08,587.34,46.4,589.21,13.09,1110.42,43.28,829.74,33.64,1436.25,140.53,1278.27,97.74,1150.63
1141344000,81.07,587.34,46.35,589.17,12.7,1109.09,43.18,829.58,33.63,1436.09,140.09,1278.03,97.7,1150.61
1141430400,81.04,587.31,46.3,589.12,12.31,1107.76,43.25,829.69,33.44,1435.54,139.67,1277.79,97.7,1150.61
1141516800,81.02,587.3,46.25,589.06,11.91,1106.43,43.33,829.83,33.16,1434.98,139.23,1277.55,97.71,1150.61
1141603200,81.01,587.3,46.2,589.02,11.52,1105.06,43.22,829.65,32.9,1434.42,139.02,1277.43,97.71,1150.61
1141689600,81.01,587.3,46.16,588.97,11.13,1103.7,42.88,829.1,32.63,1433.84,139.05,1277.45,97.7,1150.6
1141776000,80.99,587.29,46.11,588.92,10.74,1102.33,42.72,828.77,32.36,1433.24,139.1,1277.47,97.48,1150.47
1141862400,80.98,587.28,46.08,588.89,10.36,1100.98,42.7,828.82,32.08,1432.65,139.2,1277.53,97.2,1150.3
1141948800,80.97,587.28,46.06,588.88,10.01,1099.73,42.78,828.94,31.81,1432.09,139.27,1277.57,96.99,1150.16
1142035200,80.96,587.27,46.05,588.86,9.74,1098.77,43.11,829.47,31.51,1431.31,139.37,1277.63,96.95,1150.14
1142121600,80.96,587.27,46.03,588.84,9.46,1097.74,43.46,830.03,31.14,1430.48,139.48,1277.69,96.86,1150.08
1142208000,81.07,587.33,45.94,588.75,9.23,1096.88,43.88,830.67,30.76,1429.72,139.55,1277.73,96.88,1150.1
1142294400,81.18,587.4,45.78,588.59,9.37,1097.42,44.42,831.51,30.46,1429.16,139.66,1277.79,97.9,1150.73
1142380800,79.5,585.21,44.87,586.85,9.4,1097.52,44.88,832.21,30.22,1428.63,139.76,1277.84,98.67,1151.21
1142467200,81.13,587.37,45.32,588.14,9.28,1097.07,45.22,832.73,29.95,1427.94,139.79,1277.86,98.94,1151.38
1142553600,80.97,587.12,44.63,587.27,9.1,1096.42,45.49,833.16,29.63,1427.17,139.8,1277.87,98.97,1151.4
1142640000,80.78,587.16,44.52,587.32,8.86,1095.53,45.77,833.58,29.27,1426.37,139.76,1277.84,98.89,1151.35
1142726400,80.58,587.04,44.33,587.14,8.62,1094.62,46.04,833.99,28.93,1425.59,139.68,1277.8,98.81,1151.3
1142812800,80.36,586.91,44.22,587.03,8.35,1093.6,46.23,834.28,28.58,1425.05,139.49,1277.69,98.67,1151.2
1142899200,80.21,586.82,44.21,587.02,8.05,1092.47,46.3,834.41,28.51,1425.08,139.34,1277.61,98.4,1151.04
1142985600,80.11,586.76,44.25,587.05,7.77,1091.39,46.34,834.46,28.55,1425.1,139.2,1277.53,98.24,1150.94
1143072000,79.99,586.69,44.34,587.15,7.48,1090.26,46.28,834.37,28.55,1425.15,139.02,1277.43,98.12,1150.87
1143158400,79.82,586.59,44.5,587.31,7.21,1089.21,46.26,834.34,28.57,1425.19,138.82,1277.32,97.99,1150.79
1143244800,79.68,586.5,44.64,587.45,6.89,1087.94,46.25,834.31,28.61,1425.3,138.62,1277.21,97.88,1150.71
1143331200,79.59,586.45,44.7,587.51,6.61,1086.8,46.22,834.28,28.64,1425.39,138.46,1277.11,97.83,1150.68
1143417600,78.93,583.97,44.42,584.95,6.23,1081.29,45.73,831,28.69,1419.72,125.78,1264.03,97.06,1146.2
1143504000,79.44,586.36,44.74,587.55,5.99,1084.29,46.48,834.67,28.71,1425.51,138.04,1276.88,97.61,1150.55
1143590400,79.39,586.33,44.73,587.54,5.7,1083.06,47.18,835.73,28.74,1425.5,137.79,1276.74,97.47,1150.46
1143676800,79.35,586.31,44.71,587.52,5.41,1081.85,47.39,836.04,28.73,1425.55,137.57,1276.62,97.37,1150.4
1143763200,79.3,586.28,44.67,587.48,5.13,1080.68,47.44,836.12,28.75,1425.6,137.38,1276.51,97.28,1150.34
1143849600,79.29,586.27,44.65,587.46,4.83,1079.39,47.37,836.02,28.78,1425.73,137.23,1276.43,97.34,1150.38
1143936000,79.24,586.24,44.58,587.39,4.62,1078.42,47.16,835.7,28.85,1425.9,137.12,1276.37,97.46,1150.46
1144022400,79.23,586.24,44.53,587.34,4.42,1077.54,47.12,835.64,28.92,1426.06,136.99,1276.3,97.42,1150.43
1144108800,79.59,586.45,44.67,587.48,4.29,1076.94,47.28,835.88,29.02,1426.4,137,1276.3,97.42,1150.43
1144195200,80.02,586.71,44.76,587.57,4.47,1077.74,47.13,835.66,29.15,1426.67,137.17,1276.39,97.47,1150.46
1144281600,79.99,586.69,44.83,587.64,4.57,1078.19,46.97,835.41,29.28,1426.88,137.59,1276.63,97.5,1150.48
1144368000,79.91,586.64,44.89,587.7,4.62,1078.42,46.98,835.43,29.37,1427.12,137.89,1276.8,97.6,1150.54
1144454400,79.85,586.6,44.94,587.75,4.69,1078.74,46.94,835.38,29.5,1427.42,138.05,1276.89,97.78,1150.66
1144540800,79.79,586.57,44.95,587.76,4.73,1078.91,46.87,835.27,29.61,1427.65,138.16,1276.95,97.83,1150.69
1144627200,79.74,586.54,44.95,587.76,4.74,1078.95,47,835.47,29.71,1427.86,138.34,1277.05,97.84,1150.66
1144713600,79.7,586.52,44.93,587.75,4.73,1078.91,47.38,836.03,29.8,1428.03,138.73,1277.27,97.78,1150.66
1144800000,79.61,586.47,44.9,587.71,4.68,1078.72,47.76,836.59,29.87,1428.19,138.89,1277.36,97.75,1150.63
1144886400,79.52,586.41,44.98,587.79,4.64,1078.52,48.02,836.98,29.94,1428.36,139.11,1277.48,97.71,1150.61
1144972800,79.45,586.37,45.05,587.86,4.62,1078.44,47.98,836.91,30.02,1428.56,139.32,1277.6,97.74,1150.63
1145059200,79.35,586.31,45.11,587.92,4.64,1078.51,47.79,836.63,30.12,1428.81,139.55,1277.73,97.87,1150.71
1145145600,79.25,586.25,45.12,587.93,4.61,1078.38,47.61,836.36,30.23,1429,139.69,1277.8,97.87,1150.71
1145232000,79.19,586.21,45.12,587.93,4.54,1078.09,47.52,836.24,30.3,1429.16,139.7,1277.81,97.77,1150.65
1145318400,79.16,586.19,45.11,587.92,4.74,1078.96,47.46,836.15,30.37,1429.29,139.73,1277.83,97.63,1150.56
1145404800,79,586.1,45.18,587.99,4.64,1078.53,47.46,836.15,30.44,1429.46,139.79,1277.86,97.35,1150.39
1145491200,78.94,586.06,45.1,587.91,4.57,1078.19,47.4,836.05,30.5,1429.6,139.86,1277.9,97.16,1150.27
1145577600,78.9,586.04,45.02,587.83,4.41,1077.51,47.32,835.93,30.58,1429.74,139.83,1277.89,97.12,1150.24
1145664000,78.95,586.07,45.06,587.87,4.35,1077.22,47.32,835.94,30.64,1430.01,139.99,1277.98,97.27,1150.34
1145750400,79.3,586.28,46.38,589.2,5.46,1082.03,47.75,836.58,30.86,1431.46,141.63,1278.86,98.71,1151.24
1145836800,79.85,586.6,47.67,590.46,7.11,1088.82,48.12,837.12,31.82,1432.98,143.46,1279.85,100.32,1152.24
1145923200,80.55,585.34,47.58,588.68,7.78,1088.09,48.22,834.89,32.31,1429.15,143.88,1276.21,100.33,1148.81
1146009600,81.47,587.57,47.64,590.43,8.23,1093.15,48.69,837.99,32.61,1434.34,144.63,1280.48,100.49,1152.34
1146096000,81.21,586.93,47.51,589.81,8.17,1091.67,48.66,837.24,32.82,1433,144.2,1279.08,99.8,1150.84
1146182400,81.45,587.56,47.71,590.5,8.26,1093.26,48.76,838.08,32.98,1435.02,144.81,1280.58,99.78,1151.9
1146268800,81.4,587.53,47.68,590.47,8.24,1093.18,48.72,838.03,33.12,1435.28,144.64,1280.48,99.47,1151.71
1146355200,81.35,587.5,47.65,590.44,8.17,1092.9,48.84,838.21,33.23,1435.53,144.39,1280.35,99.2,1151.54
1146441600,81.29,587.47,47.6,590.38,8.02,1092.32,48.97,838.39,33.35,1435.75,144.32,1280.31,98.99,1151.41
1146528000,81.24,587.44,47.58,590.38,7.84,1091.66,48.77,838.1,33.45,1435.83,144.28,1280.29,98.91,1151.36
1146614400,81.2,587.41,47.57,590.37,7.66,1090.97,48.64,837.9,33.48,1436.01,143.95,1280.11,98.63,1151.18
1146700800,81.16,587.39,47.55,590.35,7.77,1091.38,48.65,837.92,33.56,1436.2,143.74,1280,98.42,1151.05
1146787200,81.13,587.37,47.55,590.35,7.2,1089.17,48.81,838.15,33.67,1436.39,143.58,1279.91,98.13,1150.87
1146873600,81.05,587.32,47.54,590.34,6.95,1088.18,48.99,838.42,33.75,1436.52,143.42,1279.83,97.86,1150.7
1146960000,80.98,587.28,47.53,590.33,6.74,1087.33,49.03,838.48,33.79,1436.62,143.39,1279.81,97.66,1150.58
1147046400,80.92,587.24,47.53,590.33,6.59,1086.73,49.06,838.53,33.81,1436.73,143.29,1279.76,97.49,1150.47
1147132800,80.82,587.19,47.54,590.34,6.26,1085.4,49.02,838.47,33.83,1436.8,143.19,1279.7,97.54,1150.51
1147219200,80.93,587.25,47.34,590.15,6.01,1084.39,48.96,838.37,33.84,1436.69,143.01,1279.61,97.6,1150.55
1147305600,81.14,587.38,47.07,589.89,5.79,1083.45,48.8,838.15,33.86,1436.76,143.04,1279.62,97.67,1150.59
1147392000,82.4,588.13,48.67,591.41,7.2,1089.1,49.23,838.78,34.04,1438.28,143.44,1279.84,97.83,1150.69
1147478400,83.02,588.5,48.48,591.23,9.9,1099.33,49.36,838.97,34.99,1439.37,143.76,1280.01,97.94,1150.76
1147564800,82.43,588.14,48.13,590.9,10.66,1102.04,49.26,838.83,35.31,1439.85,143.97,1280.12,97.94,1150.76
1147651200,82.09,587.94,48.03,590.8,10.45,1101.31,49.21,838.75,35.53,1440.1,144.13,1280.21,97.9,1150.73
1147737600,81.9,586.12,48.02,589.06,11.03,1099.99,49.31,836.47,35.53,1435.55,143.91,1276.17,97.56,1147.06
1147824000,82.23,588.02,48.13,590.9,11.93,1106.5,49.64,839.39,35.68,1440.37,144.43,1280.37,97.93,1150.75
1147910400,82.04,587.91,47.93,590.71,12.31,1107.77,49.65,839.41,35.64,1440.28,144.47,1280.39,97.98,1150.78
1147996800,81.91,587.83,47.85,590.63,12.56,1108.64,49.67,839.43,35.62,1440.3,144.5,1280.41,98.02,1150.81
1148083200,81.77,587.75,47.76,590.55,12.78,1109.38,49.67,839.44,35.65,1440.29,144.53,1280.43,98.09,1150.85
1148169600,81.65,587.68,47.24,590.04,12.93,1109.9,49.61,839.35,35.6,1440.23,144.56,1280.44,98.15,1150.88
1148256000,81.53,587.61,47.68,590.8,12.91,1109.82,49.52,839.22,35.58,1440.16,144.6,1280.46,98.25,1150.95
1148342400,81.43,587.55,47.76,590.54,12.9,1109.76,49.41,839.04,35.55,1440.12,144.56,1280.44,98.28,1150.97
1148428800,81.36,587.51,47.75,590.53,12.82,1109.51,49.26,838.83,35.54,1440.11,144.53,1280.42,98.21,1150.92
1148515200,81.32,587.48,47.72,590.51,12.68,1109.02,49.29,838.88,35.53,1440.05,144.49,1280.4,98.19,1150.91
1148601600,81.33,587.49,47.74,590.53,12.54,1108.54,49.43,839.09,35.49,1439.95,144.49,1280.41,98.18,1150.9
1148688000,81.32,587.48,47.73,590.52,12.43,1108.17,49.56,839.27,35.4,1439.82,144.35,1280.33,98.16,1150.89
1148774400,81.27,587.45,47.7,590.49,12.26,1107.62,49.63,839.38,35.42,1439.83,144.09,1280.19,98.13,1150.87
1148860800,81.22,587.43,47.68,590.47,12.05,1106.88,49.68,839.45,35.39,1439.77,143.89,1280.08,98.04,1150.81
1148947200,81.17,587.4,47.7,590.49,11.99,1106.68,49.78,839.61,35.34,1439.63,138.42,1276.95,97.93,1150.75
1149033600,81.17,587.39,47.76,590.54,12.61,1108.79,49.82,839.65,35.29,1439.62,143.93,1280.12,97.94,1150.76
1149120000,81.2,587.41,47.76,590.55,12.96,1109.99,49.54,839.24,35.3,1439.55,144.35,1280.33,97.85,1150.7
1149206400,81.37,587.51,47.79,590.57,13.73,1112.5,49.24,838.79,35.23,1439.41,144.58,1280.45,97.82,1150.68
1149292800,81.71,587.72,47.9,590.68,14.99,1116.54,49.15,838.67,35.18,1439.4,144.69,1280.51,98.12,1150.87
1149379200,81.69,587.7,47.87,590.66,16.67,1121.71,49.29,838.87,35.2,1439.39,144.64,1280.48,98.43,1151.06
1149465600,81.6,587.65,47.83,590.62,17.66,1124.62,49.44,839.1,35.18,1439.3,144.53,1280.43,98.51,1151.11
1149552000,81.52,587.6,47.8,590.59,17.89,1125.3,49.56,839.28,35.1,1439.21,144.42,1280.36,98.44,1151.06
1149638400,81.59,587.64,47.89,590.67,18.19,1126.12,49.72,839.5,35.08,1439.24,144.29,1280.29,98.26,1150.95
1149724800,81.71,587.72,47.92,590.7,18.6,1127.27,49.86,839.72,35.2,1439.58,144.65,1280.49,98.41,1151.05
1149811200,81.71,587.72,47.89,590.67,18.3,1126.42,49.81,839.64,35.36,1439.91,144.94,1280.65,98.61,1151.17
1149897600,81.68,587.7,47.83,590.61,18.17,1126.06,49.73,839.53,35.49,1440.05,145.16,1280.77,98.8,1151.29
1149984000,81.53,587.61,47.81,590.59,18,1125.61,49.63,839.38,35.51,1440.01,145.18,1280.78,98.9,1151.35
1150070400,81.49,587.58,47.79,590.57,17.87,1125.25,49.57,839.28,35.48,1439.93,145.08,1280.72,98.86,1151.33
1150156800,81.44,587.55,47.76,590.54,17.77,1124.95,49.6,839.33,35.34,1439.64,144.91,1280.63,98.71,1151.24
1150243200,81.41,587.54,47.77,590.56,17.78,1124.98,49.54,839.25,35.3,1439.67,144.87,1280.61,98.6,1151.17
1150329600,81.44,587.56,47.74,590.53,17.82,1125.1,49.49,839.17,35.35,1439.72,144.96,1280.66,98.55,1151.13
1150416000,81.4,587.53,47.7,590.49,17.71,1124.77,49.4,839.03,35.33,1439.64,144.64,1280.48,98.29,1150.97
1150502400,81.37,587.51,47.68,590.47,17.63,1124.54,49.41,839.05,35.27,1439.5,144.26,1280.28,97.98,1150.78
1150588800,81.33,587.49,47.66,590.45,17.57,1124.36,49.41,839.05,35.19,1439.3,144.04,1280.16,97.67,1150.59
1150675200,81.28,587.46,47.65,590.45,17.44,1123.96,49.44,839.09,35.09,1439.07,143.94,1280.11,97.53,1150.5
1150761600,81.23,587.43,47.59,590.39,17.28,1123.5,49.5,839.18,34.99,1439.08,143.9,1280.08,97.53,1150.5
1150848000,81.14,587.38,47.7,590.49,17.08,1122.91,49.61,839.35,35.03,1439.1,143.74,1280,97.32,1150.37
1150934400,81.08,587.34,47.68,590.47,16.84,1122.21,49.68,839.45,35.04,1439.07,143.6,1279.92,97.23,1150.31
1151020800,80.94,586.56,47.37,589.47,16.51,1119.61,49.39,837.96,34.98,1436.66,143.05,1278,96.89,1148.61
1151107200,81.35,587.5,47.35,590.16,16.29,1120.56,49.18,838.71,34.93,1438.85,143.95,1280.11,97.24,1150.32
1151193600,81.46,587.57,47.46,590.26,15.76,1118.95,49.08,838.56,34.88,1438.97,144.25,1280.28,97.3,1150.36
1151280000,83.56,588.82,49.57,592.26,17.82,1124.96,50.35,840.44,35.23,1440.92,146.34,1281.4,98.38,1151.03
1151366400,84.2,589.2,48.93,591.65,18.83,1127.89,50.48,840.63,36.14,1441.1,147.6,1282.08,105.26,1155.26
1151452800,84.83,589.58,49.75,592.43,19.59,1129.99,50.88,841.22,36.3,1441.91,149.3,1283.49,109.23,1163.56
1151539200,83.69,588.9,48.62,591.36,18.64,1127.36,50.38,840.48,36.04,1440.86,147.72,1282.17,109.31,1161.69
1151625600,82.68,588.29,48.19,590.96,18.09,1125.85,50.08,840.04,35.81,1440.59,146.38,1281.42,105.45,1155.36
1151712000,82.18,588,47.99,590.77,17.8,1125.02,49.76,839.56,35.73,1440.47,145.71,1281.06,102.15,1153.37
1151798400,81.9,587.83,47.89,590.67,17.54,1124.28,49.45,839.11,35.68,1440.2,145.32,1280.85,100.94,1152.62
