Date              ,Ashokan East Storage,Ashokan East Elevation,Ashokan West Storage,Ashokan West Elevation,Schoharie Storage,Schoharie Elevation,Rondout Storage,Rondout Elevation,Neversink Storage,Neversink Elevation,Pepacton Storage,Pepacton Elevation,Cannonsville Storage,Cannonsville Elevation
1316044800,81.07,587.33,47.31,590.12,17.78,1125.18,48.94,838.79,35.47,1440.23,144.29,1280.29,97.53,1150.77
1316131200,80.76,587.15,47.13,589.95,17.67,1124.98,48.5,838.35,35.47,1440.19,144.17,1280.23,97.05,1150.5
1316217600,80.45,586.97,46.96,589.78,17.51,1124.65,48.08,837.69,35.47,1440.17,144.02,1280.15,96.59,1150.2
1316304000,80.14,586.78,46.75,589.57,17.35,1124.19,47.66,837.07,35.47,1440.15,143.86,1280.06,96.08,1149.91
1316390400,79.83,586.6,46.5,589.32,17.16,1123.7,47.28,836.44,35.47,1440.13,143.61,1279.93,95.61,1149.58
1316476800,79.53,586.42,46.25,589.07,16.96,1123.13,47.14,835.87,35.47,1440.08,143.27,1279.75,95.09,1149.27
1316563200,79.22,586.23,46,588.81,16.75,1122.54,47.19,835.67,35.47,1440.06,142.74,1279.46,94.48,1148.92
1316649600,78.96,586.08,45.86,588.67,16.57,1121.92,47.34,835.74,35.47,1440.15,142.23,1279.18,93.92,1148.52
1316736000,78.66,585.9,45.76,588.58,16.69,1121.4,47.54,835.96,35.47,1440.26,141.75,1278.92,93.88,1148.15
1316822400,78.36,585.72,46.12,588.93,16.74,1121.76,47.67,836.26,35.47,1440.42,141.52,1278.8,93.45,1148.13
1316908800,77.98,585.49,46.17,588.99,16.63,1121.9,47.78,836.45,35.47,1440.31,141.21,1278.63,92.77,1147.85
1316995200,77.59,585.26,46.1,588.92,16.49,1121.59,47.84,836.62,35.47,1440.22,140.93,1278.48,92.16,1147.4
1317081600,77.21,585.03,45.98,588.79,17.81,1121.16,48.41,836.71,35.47,1440.25,140.84,1278.43,92.57,1147
1317168000,79.18,586.21,48.8,591.53,19.2,1124.99,49.15,837.57,35.47,1440.79,141.32,1278.69,93.74,1147.27
1317254400,83.53,588.8,49.11,591.82,18.71,1128.93,49.34,838.67,35.47,1441.03,142.75,1279.46,94.99,1148.04
1317340800,83.21,588.61,48.4,591.15,18.37,1127.56,49.06,838.94,35.47,1440.75,144.53,1280.42,95.62,1148.86
1317427200,82.62,588.25,48.07,590.84,18.39,1126.62,48.71,838.53,35.47,1440.52,144.95,1280.65,96.16,1149.28
1317513600,82.32,588.08,47.97,590.75,18.28,1126.69,48.29,838,35.47,1440.46,145.05,1280.71,96.41,1149.63
1317600000,82.09,587.94,47.84,590.62,18.16,1126.38,48.05,837.38,35.47,1440.41,144.9,1280.62,96.18,1149.79
1317686400,81.86,587.8,47.75,590.54,18.04,1126.04,47.89,837.02,35.47,1440.32,144.69,1280.51,95.63,1149.64
1317772800,81.71,587.71,47.67,590.46,17.98,1125.71,47.87,836.78,35.47,1440.25,144.38,1280.34,94.94,1149.28
1317859200,81.57,587.63,47.55,590.35,17.9,1125.55,47.98,836.75,35.47,1440.21,144.14,1280.21,94.13,1148.82
1317945600,81.39,587.52,47.4,590.21,17.83,1125.33,48.09,836.93,35.47,1440.19,143.83,1280.05,93.25,1148.29
1318032000,81.2,587.41,47.27,590.08,17.75,1125.14,48.18,837.08,35.47,1440.18,143.54,1279.89,92.3,1147.71
1318118400,81.05,587.32,47.16,589.98,17.65,1124.91,48.27,837.22,35.47,1440.15,143.22,1279.72,91.29,1147.09
1318204800,80.93,587.25,47.05,589.87,17.52,1124.58,48.27,837.35,35.47,1440.13,142.86,1279.52,90.23,1146.42
1318291200,80.83,587.19,46.89,589.71,17.39,1124.21,48.02,837.35,35.47,1440.11,142.51,1279.34,89.16,1145.73
1318377600,80.71,587.12,46.67,589.48,17.24,1127.49,47.9,836.98,35.47,1440.09,142.39,1279.27,88.16,1145.02
1318464000,80.67,587.1,46.61,589.43,17.95,1123.38,48.03,836.8,35.47,1440.12,142.26,1279.2,87.39,1144.33
1318550400,81.02,587.3,47.63,590.43,18.37,1125.44,48.15,836.99,35.47,1440.32,142.67,1279.42,87,1143.8
1318636800,81.66,587.68,47.86,590.64,18.16,1126.63,48.15,837.17,35.47,1440.36,143.12,1279.66,86.39,1143.53
1318723200,81.76,587.74,47.75,590.54,18.16,1126.04,48.07,837.17,35.47,1440.28,143.23,1279.72,85.89,1143.11
1318809600,81.63,587.67,47.67,590.46,18.18,1126.04,48.04,837.06,35.47,1440.26,143.32,1279.77,85.71,1142.77
1318896000,81.49,587.58,47.62,590.41,18.19,1128.64,48.02,837.01,35.47,1440.24,143.28,1279.75,85.75,1142.64
1318982400,81.39,587.52,47.56,590.36,18.35,1126.11,48.07,836.97,35.47,1440.15,143.16,1279.68,86.11,1142.67
1319068800,81.45,587.56,47.67,590.47,18.33,1126.57,48.08,837.05,35.47,1440.18,143.06,1279.63,86.33,1142.92
1319155200,81.4,587.53,47.55,590.35,18.25,1126.51,48.05,837.07,35.47,1440.17,142.93,1279.56,86.44,1143.07
1319241600,81.23,587.43,47.46,590.27,18.2,1126.29,48.02,837.03,35.47,1440.14,142.74,1279.46,86.47,1143.14
1319328000,81.07,587.34,47.4,590.21,18.17,1126.15,47.97,836.98,35.47,1440.12,142.48,1279.32,86.46,1143.17
1319414400,80.91,587.24,47.31,590.12,18.16,1126.06,47.9,836.91,35.47,1440.09,142.22,1279.18,86.38,1143.16
1319500800,80.69,587.11,47.2,590.02,18.12,1126.05,47.83,836.8,35.47,1440.03,141.93,1279.02,86.26,1143.1
1319587200,80.45,586.96,47.13,589.95,18.17,1125.94,47.89,836.7,35.47,1440.02,141.63,1278.86,86.25,1143.02
1319673600,80.26,586.85,47.14,589.96,18.19,1126.06,48.05,836.78,35.45,1439.98,141.49,1278.78,86.32,1143.01
1319760000,80.04,586.72,47.14,589.96,18.18,1126.13,48.11,837.02,35.32,1439.7,141.34,1278.71,86.38,1143.06
1319846400,79.85,586.61,47.1,589.92,18.18,1126.11,47.92,837.11,35.18,1439.41,141.21,1278.63,86.41,1143.11
1319932800,79.72,586.53,47.03,589.85,18.18,1126.11,47.7,836.83,35.15,1439.35,141.18,1278.61,86.44,1143.12
1320019200,79.5,586.4,46.94,589.76,18.2,1126.1,47.56,836.5,35.13,1439.32,141.15,1278.6,86.42,1143.15
1320105600,79.26,586.26,46.85,589.67,18.23,1126.15,47.68,836.29,35.05,1439.15,141.14,1278.6,86.45,1143.13
1320192000,79.11,586.17,46.75,589.57,18.26,1126.23,47.92,836.48,34.68,1438.39,141.17,1278.61,86.43,1143.15
1320278400,79.04,586.13,46.65,589.47,18.29,1126.31,48.14,836.83,34.28,1437.56,141.03,1278.54,86.43,1143.14
1320364800,78.76,585.96,46.55,589.36,18.26,1126.39,48.27,837.16,33.98,1436.93,140.85,1278.44,86.38,1143.14
1320451200,78.45,585.77,46.44,589.25,18.24,1126.32,48.4,837.35,33.78,1436.51,140.65,1278.33,86.28,1143.11
1320537600,78.13,585.58,46.31,589.13,18.21,1126.26,48.53,837.54,33.56,1436.05,140.42,1278.21,86.15,1143.03
1320624000,77.82,585.4,46.19,589.01,18.19,1126.19,48.66,837.74,33.33,1435.58,136.21,1274.5,86.01,1142.95
1320710400,77.52,585.22,46.07,588.88,18.16,1126.12,48.74,837.94,33.11,1435.12,139.92,1277.94,85.81,1142.85
1320796800,77.22,585.04,45.93,588.74,18.15,1126.03,48.88,838.06,32.9,1434.67,139.64,1277.78,85.64,1142.71
1320883200,76.94,584.87,45.8,588.62,18.2,1126.01,48.9,838.26,32.67,1434.21,139.41,1277.65,85.47,1142.59
1320969600,76.65,584.69,45.59,588.4,18.2,1126.14,48.82,838.3,32.56,1433.97,139.2,1277.53,85.28,1142.48
1321056000,76.35,584.5,45.32,588.13,18.18,1126.15,48.73,838.17,32.54,1433.93,138.88,1277.35,85.02,1142.34
1321142400,76.06,584.32,45.04,587.85,18.16,1126.11,48.66,838.04,32.49,1433.83,138.56,1277.17,84.77,1142.16
1321228800,75.77,584.14,44.77,587.58,18.14,1126.04,48.59,837.93,32.47,1433.78,138.25,1277,84.62,1141.99
1321315200,75.49,583.97,44.54,587.35,18.14,1125.97,48.52,837.83,32.46,1433.76,138,1276.86,84.4,1141.89
1321401600,75.2,583.79,44.33,587.14,18.17,1125.99,48.46,837.72,32.45,1433.74,137.6,1276.63,84.27,1141.74
1321488000,74.9,583.6,44.12,586.93,18.17,1126.07,48.36,837.63,32.46,1433.76,137.42,1276.53,84.08,1141.64
1321574400,74.59,583.41,43.85,586.66,18.14,1126.06,48.27,837.49,32.44,1433.72,137.13,1276.37,83.86,1141.51
1321660800,74.28,583.22,43.58,586.39,18.12,1125.98,48.18,837.36,32.42,1433.66,136.87,1276.22,83.62,1141.36
1321747200,73.97,583.03,43.33,586.13,18.1,1125.93,48.09,837.22,32.39,1433.6,136.59,1276.07,83.4,1141.19
1321833600,73.69,582.85,43.06,585.87,18.12,1125.87,48.11,837.08,32.36,1433.53,136.28,1275.89,83.23,1141.04
1321920000,73.47,582.72,42.89,585.7,18.62,1125.92,48.41,837.11,32.36,1433.53,136.11,1275.8,83.99,1140.92
1322006400,73.48,582.73,43.82,586.62,18.45,1127.33,48.53,837.56,32.68,1434.21,136.86,1276.22,84.88,1141.45
1322092800,73.25,582.58,44.63,587.45,18.32,1126.85,48.58,837.74,32.86,1434.61,137.44,1276.55,85.46,1142.07
1322179200,72.99,582.42,45.11,587.92,18.26,1126.5,48.6,837.81,32.96,1434.81,137.82,1276.76,85.88,1142.47
1322265600,72.72,582.25,45.2,588.01,18.22,1126.31,48.6,837.84,33.04,1434.97,138.04,1276.88,86.18,1142.76
1322352000,72.45,582.09,45.2,588.01,18.19,1126.21,48.6,837.85,33.09,1435.08,138.15,1276.94,86.33,1142.97
1322438400,72.18,581.92,45.14,587.95,18.26,1126.14,48.68,837.84,33.12,1435.13,138.16,1276.95,86.65,1143.07
1322524800,71.98,581.79,45.28,588.09,18.53,1126.32,48.83,837.97,33.24,1435.39,138.31,1277.03,87.46,1143.29
1322611200,71.75,581.65,46.23,589.04,18.38,1127.06,48.75,838.18,33.63,1436.2,138.76,1277.29,87.77,1143.85
1322697600,71.48,581.48,46.71,589.53,18.28,1126.66,48.62,838.06,33.82,1436.6,139.23,1277.55,87.84,1144.06
1322784000,71.21,581.31,46.98,589.8,17.34,1126.38,48.47,837.87,33.93,1436.83,139.65,1277.79,87.79,1144.12
1322870400,70.93,581.14,47.1,589.92,18.19,1123.65,48.34,837.66,34.02,1437.01,139.91,1277.93,87.65,1144.08
1322956800,70.68,580.99,47.13,589.95,18.19,1126.12,48.12,837.46,34.09,1437.16,140.06,1278.01,87.4,1143.98
1323043200,70.36,580.79,47.1,589.92,18.1,1126.1,48.03,837.13,34.17,1437.33,140.25,1278.12,87.25,1143.81
1323129600,70.19,580.69,47.11,589.93,17.25,1125.85,48.19,836.99,34.28,1437.56,140.44,1278.22,87.6,1143.71
1323216000,70.33,580.78,47.62,590.42,16.91,1124.24,48.72,837.24,34.67,1438.36,141.55,1278.82,89.02,1143.95
1323302400,72.11,581.88,48.1,590.87,18.33,1118.44,48.43,838.03,35.44,1440.1,143.67,1279.96,89.73,1144.93
1323388800,73.36,582.65,47.83,590.61,18.3,1126.5,47.97,837.59,35.47,1440.44,144.7,1280.52,90.19,1145.4
1323475200,74.03,583.06,47.56,590.36,18.31,1126.44,47.45,836.91,35.47,1440.41,145.06,1280.71,90.41,1145.7
1323561600,74.25,583.2,47.35,590.16,18.26,1126.47,47.01,836.13,35.47,1440.33,145.06,1280.71,90.39,1145.85
1323648000,74.32,583.24,47.18,590,18.15,1126.33,46.88,835.48,35.47,1440.29,144.51,1280.41,89.99,1145.84
1323734400,74.37,583.28,46.96,589.78,18.13,1125.7,46.7,835.28,35.47,1440.27,144.22,1280.26,89.41,1145.57
1323820800,74.49,583.35,46.65,589.46,18.11,1125.6,46.65,835.01,35.47,1440.26,144.05,1280.17,88.95,1145.19
1323907200,74.77,583.52,46.35,589.16,18.26,1125.49,46.64,834.94,35.47,1440.27,143.93,1280.1,88.58,1144.88
1323993600,74.9,583.6,46.08,588.89,18.29,1126.18,46.66,834.92,35.47,1440.23,143.84,1280.05,88.1,1144.63
1324080000,74.95,583.64,45.84,588.65,18.23,1126.39,46.67,834.96,35.47,1440.21,143.61,1279.93,87.53,1144.29
1324166400,74.99,583.66,45.57,588.38,18.18,1126.23,46.71,834.97,35.47,1440.19,143.3,1279.76,87.08,1143.9
1324252800,75,583.66,45.3,588.11,18.34,1126.09,46.76,835.03,35.47,1440.16,142.94,1279.57,86.9,1143.59
1324339200,75,583.67,45.07,587.88,18.27,1126.55,46.85,835.11,35.47,1440.15,142.56,1279.36,86.91,1143.47
1324425600,75.02,583.68,44.87,587.68,17.96,1126.34,46.99,835.24,35.47,1440.2,142.27,1279.2,87.3,1143.47
1324512000,75.06,583.7,44.73,587.54,18.27,1125.07,47.18,835.44,35.47,1440.3,142.15,1279.14,87.9,1143.74
1324598400,75.12,583.74,44.7,587.51,18.34,1125.98,47.31,835.73,35.47,1440.35,142.31,1279.23,88.41,1144.16
1324684800,75.12,583.74,44.55,587.36,18.28,1126.53,47.41,835.92,35.47,1440.31,142.29,1279.22,88.71,1144.51
1324771200,75.1,583.73,44.36,587.17,18.25,1126.38,47.5,836.07,35.47,1440.27,142.13,1279.13,88.92,1144.71
1324857600,75.09,583.72,44.17,586.98,18.22,1126.28,47.62,836.2,35.47,1440.23,141.96,1279.04,89.14,1144.86
1324944000,75.2,583.79,44.19,587,18.65,1126.21,47.81,836.38,35.47,1440.33,142.01,1279.06,89.77,1145.01
1325030400,75.36,583.89,44.74,587.55,18.25,1127.4,47.83,836.67,35.47,1440.45,142.38,1279.26,89.8,1145.43
1325116800,75.41,583.92,44.94,587.75,18.12,1126.28,47.83,836.69,35.47,1440.33,142.6,1279.39,89.6,1145.45
1325203200,75.41,583.92,45.06,587.87,17.97,1125.93,47.82,836.69,35.47,1440.29,142.8,1279.49,89.33,1145.32
1325289600,75.36,583.89,45.11,587.92,17.89,1125.52,47.79,836.68,35.47,1440.28,142.89,1279.54,88.98,1145.13
1325376000,75.29,583.84,45.1,587.91,17.86,1125.29,47.76,836.64,35.47,1440.26,142.95,1279.57,88.59,1144.9
1325462400,75.13,583.75,45.04,587.86,17.28,1125.21,47.64,836.59,35.47,1440.24,142.92,1279.55,88.08,1144.63
1325548800,74.96,583.64,44.9,587.71,17.25,1122.44,47.54,836.42,35.47,1440.17,142.73,1279.45,87.41,1144.28
1325635200,74.79,583.53,44.66,587.47,17.44,1123.09,47.45,836.26,35.47,1440.11,142.3,1279.22,87.05,1143.81
1325721600,74.62,583.43,44.45,587.26,17.31,1123.97,47.37,836.13,35.47,1440.12,142.03,1279.07,86.87,1143.57
1325808000,74.5,583.35,44.24,587.05,17.17,1123.58,47.29,836.01,35.47,1440.14,141.76,1278.93,86.66,1143.45
1325894400,74.42,583.31,44.03,586.84,17.02,1123.16,47.18,835.89,35.47,1440.14,141.44,1278.76,86.43,1143.3
1325980800,74.34,583.26,43.79,586.6,16.76,1122.72,47.11,835.73,35.47,1440.1,141.11,1278.58,86.29,1143.14
1326067200,74.26,583.21,43.53,586.34,16.99,1121.96,47.1,835.62,35.47,1440.08,140.69,1278.35,86.35,1143.04
1326153600,74.18,583.16,43.27,586.08,17.16,1122.64,46.75,835.61,35.47,1440.02,140.19,1278.08,86.52,1143.08
1326240000,74.11,583.12,43.02,585.82,17.32,1122.71,46.64,835.08,35.47,1439.99,139.71,1277.81,86.61,1143.2
1326326400,74.16,583.14,42.94,585.75,17.11,1123.63,46.55,834.92,35.47,1440.08,139.52,1277.71,86.84,1143.27
1326412800,74.1,583.11,42.91,585.71,16.97,1122.99,46.81,834.78,35.47,1440.14,139.48,1277.69,86.89,1143.42
1326499200,74.02,583.06,42.74,585.54,16.74,1122.58,46.99,835.17,35.47,1440.09,139.03,1277.44,86.8,1143.46
1326585600,73.94,583.01,42.54,585.34,16.24,1121.89,47.32,835.44,35.47,1440.01,138.58,1277.18,86.47,1143.39
1326672000,73.82,582.93,42.14,584.93,15.99,1120.42,47.52,835.94,35.44,1439.93,137.68,1276.68,86.51,1143.17
1326758400,73.77,582.9,42,584.78,15.94,1119.68,47.54,836.24,35.44,1439.93,137.37,1276.51,86.81,1143.2
1326844800,73.67,582.84,41.8,584.57,15.66,1119.51,47.52,836.26,35.43,1439.9,136.92,1276.26,86.92,1143.4
1326931200,73.57,582.78,41.59,584.34,15.39,1118.64,47.51,836.24,35.39,1439.84,136.46,1275.99,86.97,1143.48
1327017600,73.48,582.72,41.36,584.1,15.09,1117.8,47.52,836.22,35.37,1439.8,136.01,1275.75,87.03,1143.51
1327104000,73.42,582.69,41.22,583.95,14.75,1116.86,47.52,836.24,35.37,1439.79,135.55,1275.48,87.01,1143.55
1327190400,73.31,582.62,41.24,583.97,14.48,1115.8,47.55,836.24,35.35,1439.75,135,1275.18,87.07,1143.54
1327276800,73.3,582.61,41.38,584.12,14.48,1114.96,47.58,836.29,35.35,1439.76,134.57,1274.94,87.45,1143.59
1327363200,73.29,582.61,41.76,584.53,14.6,1114.94,47.53,836.32,35.46,1440.01,134.33,1274.8,87.7,1143.84
1327449600,73.22,582.56,42.01,584.79,14.39,1115.34,47.33,836.25,35.47,1440.06,133.98,1274.61,87.88,1144.02
1327536000,73.21,582.56,42.24,585.04,14.82,1114.32,47.17,835.95,35.47,1440.11,133.73,1274.47,88.72,1144.14
1327622400,73.39,582.67,43.42,586.22,13.59,1116.03,47.22,835.71,35.47,1440.69,134.62,1274.96,89.7,1144.73
1327708800,73.38,582.66,44.39,587.19,13.3,1110.82,47.31,835.79,35.47,1440.56,135.33,1275.37,90.16,1145.38
1327795200,73.34,582.64,44.86,587.68,15.43,1111.11,47.34,835.92,35.47,1440.4,135.74,1275.6,90.36,1145.68
1327881600,73.3,582.61,45.09,587.9,16.25,1111.11,47.26,835.97,35.47,1440.3,135.96,1275.72,90.12,1145.82
1327968000,73.26,582.59,45.17,587.98,16.31,1111.11,47.23,835.84,35.47,1440.27,136.01,1275.74,89.8,1145.66
1328054400,73.11,582.49,45.21,588.03,16.38,1111.11,47.19,835.79,35.47,1440.26,135.86,1275.66,89.48,1145.45
1328140800,73.06,582.46,45.18,588,16.34,1111.11,47.25,835.74,35.47,1440.27,135.75,1275.6,88.98,1145.24
1328227200,73.01,582.43,45.07,587.88,16.24,1111.11,47.29,835.83,35.47,1440.23,135.4,1275.4,88.49,1144.9
1328313600,72.97,582.41,44.92,587.73,16.1,1111.11,47.38,835.9,35.47,1440.21,135.04,1275.2,88.38,1144.56
1328400000,72.92,582.37,44.74,587.55,15.94,1111.11,47.4,836.03,35.47,1440.18,134.63,1274.97,87.31,1144.49
1328486400,72.86,582.34,44.52,587.33,15.76,1111.11,47.46,836.06,35.47,1440.15,134.16,1274.71,86.91,1143.75
1328572800,72.8,582.3,44.3,587.1,15.56,1111.11,47.5,836.14,35.47,1440.1,133.67,1274.43,86.67,1143.47
1328659200,72.74,582.27,44.04,586.84,15.39,1111.11,47.6,836.2,35.47,1440.07,133.13,1274.13,86.62,1143.31
1328745600,72.7,582.07,43.79,586.41,15.33,1111.11,47.83,836.36,35.43,1439.95,132.56,1273.81,86.57,1143.27
1328832000,72.47,582.1,43.57,586.37,15.29,1111.11,47.82,836.69,35.27,1439.58,131.93,1273.46,86.6,1143.24
1328918400,72.32,582,43.59,586.39,15.19,1111.11,47.78,836.69,35.25,1439.56,131.28,1273.09,86.56,1143.25
1329004800,72.14,581.89,43.58,586.38,15.1,1111.11,47.72,836.62,35.23,1439.51,130.59,1272.7,86.52,1143.23
1329091200,71.98,581.79,43.56,586.37,15.01,1111.11,47.67,836.53,35.21,1439.47,129.93,1272.32,86.48,1143.2
1329177600,71.82,581.69,43.55,586.36,14.92,1111.11,47.62,836.45,35.2,1439.45,129.31,1271.95,86.43,1143.18
1329264000,71.66,581.6,43.56,586.36,14.83,1111.11,47.56,836.38,35.1,1439.26,128.82,1271.67,86.39,1143.14
1329350400,71.53,581.52,43.65,586.46,14.78,1111.11,47.52,836.29,34.85,1438.75,128.61,1271.55,86.33,1143.11
1329436800,71.39,581.43,43.76,586.56,14.78,1111.11,47.49,836.23,34.66,1438.34,128.37,1271.41,86.17,1143.07
1329523200,71.23,581.33,43.84,586.64,14.77,1111.11,47.45,836.18,34.62,1438.26,127.93,1271.15,85.98,1142.96
1329609600,71.08,581.24,43.91,586.72,14.74,1111.11,47.41,836.13,34.59,1438.2,127.44,1270.87,85.75,1142.83
1329696000,70.93,581.14,43.97,586.78,14.68,1111.11,47.47,836.08,34.55,1438.12,126.92,1270.57,85.52,1142.67
1329782400,70.77,581.05,44.02,586.83,14.66,1111.11,47.62,836.15,34.39,1437.78,126.48,1270.31,85.3,1142.51
1329868800,70.63,580.96,44.13,586.93,14.63,1111.11,47.77,836.39,34.11,1437.21,125.98,1270.02,85.11,1142.35
1329955200,70.49,580.87,44.25,587.06,14.61,1111.11,47.77,836.6,33.84,1436.64,125.81,1269.93,84.96,1142.22
1330041600,70.44,580.84,44.43,587.23,14.59,1111.11,47.57,836.61,33.65,1436.24,125.78,1269.9,84.8,1142.12
1330128000,70.32,580.77,44.55,587.36,14.53,1111.11,47.32,836.31,33.61,1436.16,125.72,1269.87,84.62,1142.01
1330214400,70.2,580.69,44.63,587.44,14.48,1111.11,47.18,835.93,33.56,1436.06,125.64,1269.82,84.34,1141.89
1330300800,70.07,580.61,44.72,587.53,14.45,1111.11,47.18,835.73,33.4,1435.71,125.53,1269.76,83.77,1141.7
1330387200,69.94,580.53,44.82,587.63,14.42,1111.11,47.2,835.73,33.1,1435.1,125.42,1269.7,83.86,1141.3
1330473600,69.89,580.5,44.98,587.79,14.39,1111.11,47.24,835.76,32.81,1434.5,125.27,1269.61,83.79,1141.36
1330560000,69.86,580.48,45.15,587.96,14.36,1111.11,47.27,835.82,32.54,1433.94,125.21,1269.58,83.68,1141.31
1330646400,69.77,580.42,45.23,588.04,14.37,1111.11,47.28,835.86,32.32,1433.46,125.12,1269.52,83.55,1141.24
1330732800,69.7,580.38,45.35,588.17,14.46,1111.11,47.29,835.88,32.3,1433.41,124.87,1269.38,83.67,1141.14
1330819200,69.63,580.34,45.49,588.3,14.48,1111.11,47.36,835.89,32.29,1433.38,124.76,1269.32,82.93,1141.23
1330905600,69.59,580.32,45.53,588.35,14.46,1111.11,47.58,836,32.13,1433.05,124.53,1269.18,82.93,1140.72
1330992000,69.55,580.29,45.53,588.34,14.48,1111.11,47.76,836.33,31.83,1432.39,124.27,1269.03,83.31,1140.72
1331078400,69.51,580.26,45.54,588.36,14.69,1111.11,47.92,836.6,31.54,1431.75,123.98,1268.86,83.63,1140.8
1331164800,69.49,580.25,45.71,588.52,15.38,1111.11,48.01,836.83,31.28,1431.21,123.9,1268.81,84.5,1141.2
1331251200,69.42,580.21,46.09,588.91,15.8,1111.11,47.86,836.97,31.27,1431.18,124.34,1269.07,85.21,1141.8
1331337600,69.37,580.17,46.38,589.2,16.1,1111.11,47.69,836.75,31.39,1431.43,124.81,1269.34,85.75,1142.3
1331424000,69.33,580.15,46.61,589.43,16.37,1111.11,47.57,836.48,31.48,1431.63,125.14,1269.53,86.26,1142.67
1331510400,69.31,580.14,46.81,589.63,16.53,1111.11,47.56,836.31,31.54,1431.77,125.39,1269.68,86.56,1143.02
1331596800,69.32,580.15,47,589.82,16.67,1111.11,47.53,836.3,31.58,1431.85,125.67,1269.84,86.94,1143.22
1331683200,69.36,580.17,47.16,589.98,16.81,1111.11,47.56,836.25,31.72,1432.16,125.92,1269.99,87.29,1143.49
1331769600,69.56,580.3,47.06,589.88,16.94,1111.11,47.67,836.29,31.84,1432.42,126.19,1270.14,87.61,1143.73
1331856000,69.9,580.5,46.77,589.59,17.06,1111.11,47.77,836.46,32.02,1432.79,126.29,1270.2,87.91,1143.96
1331942400,70.21,580.69,46.51,589.32,17.16,1111.11,47.87,836.61,32.2,1433.19,126.37,1270.25,88.14,1144.17
1332028800,70.5,580.88,46.23,589.05,17.24,1111.11,47.95,836.75,32.37,1433.56,126.41,1270.27,88.35,1144.32
1332115200,70.78,581.05,45.97,588.78,17.33,1111.11,48.05,836.88,32.55,1433.94,126.6,1270.38,88.7,1144.47
1332201600,71.05,581.22,45.77,588.58,17.41,1111.11,48.12,837.03,32.8,1434.47,127.22,1270.74,88.69,1144.71
1332288000,71.3,581.37,45.61,588.43,17.4,1111.11,48.25,837.13,32.78,1434.46,127.56,1270.94,88.83,1144.7
1332374400,71.53,581.52,45.46,588.28,17.3,1111.11,48.4,837.33,32.7,1434.27,127.96,1271.17,88.9,1144.8
1332460800,71.76,581.66,45.33,588.14,17.15,1111.11,48.55,837.55,32.61,1434.07,128.26,1271.35,88.88,1144.84
1332547200,71.98,581.8,45.18,587.99,16.97,1111.11,48.69,837.77,32.49,1433.81,128.48,1271.47,88.75,1144.83
1332633600,72.21,581.94,45.03,587.84,16.81,1111.11,48.78,837.98,32.35,1433.52,128.7,1271.6,88.26,1144.74
1332720000,72.46,582.09,44.87,587.68,16.76,1111.11,48.79,838.11,32.23,1433.27,128.76,1271.63,88.87,1144.4
1332806400,72.87,582.35,44.74,587.55,16.84,1111.11,48.77,838.12,32.2,1433.2,128.71,1271.61,89.08,1144.83
1332892800,73.23,582.57,44.65,587.46,16.98,1111.11,48.79,838.1,32.17,1433.12,128.6,1271.54,89.03,1144.97
1332979200,73.35,582.64,44.56,587.37,17.09,1111.11,48.79,838.12,32.14,1433.06,128.57,1271.52,88.95,1144.94
1333065600,73.46,582.71,44.47,587.28,17.18,1111.11,48.78,838.13,32.1,1432.98,128.5,1271.48,88.9,1144.88
1333152000,73.64,582.82,44.44,587.25,17.28,1111.11,48.75,838.12,32.18,1433.15,128.43,1271.44,88.83,1144.84
1333238400,73.76,582.89,44.4,587.21,17.42,1111.11,48.8,838.07,32.27,1433.34,128.39,1271.42,88.78,1144.8
1333324800,73.85,582.95,44.36,587.17,17.5,1111.11,48.84,838.14,32.29,1433.39,128.39,1271.42,88.69,1144.77
1333411200,73.88,582.97,44.29,587.1,17.49,1111.11,48.86,838.19,32.28,1433.36,128.27,1271.35,88.55,1144.7
1333497600,73.8,582.92,44.24,587.04,17.36,1111.11,48.93,838.24,32.21,1433.22,128.16,1271.29,88.42,1144.61
1333584000,73.75,582.89,44.25,587.06,17.15,1111.11,49.03,838.33,32.18,1433.15,128.06,1271.23,88.36,1144.52
1333670400,73.82,582.94,44.16,586.96,16.95,1111.11,49.05,838.49,32.14,1433.07,127.94,1271.16,88.35,1144.47
1333756800,73.89,582.98,44.07,586.87,16.74,1111.11,49.07,838.52,32.18,1433.15,127.82,1271.09,88.35,1144.47
1333843200,73.92,583,44,586.81,16.53,1111.11,48.98,838.54,32.22,1433.25,127.66,1271,87.74,1144.47
1333929600,73.95,583.02,43.93,586.74,16.29,1111.11,48.74,838.42,32.27,1433.34,127.56,1270.94,87.58,1144.04
1334016000,73.98,583.03,43.87,586.68,16.07,1111.11,48.47,838.05,32.3,1433.42,127.54,1270.93,87.51,1143.94
1334102400,74.11,583.11,43.81,586.61,15.85,1111.11,48.32,837.65,32.34,1433.5,127.43,1270.86,87.38,1143.88
1334188800,74.16,583.15,43.74,586.54,15.7,1111.11,48.36,837.43,32.38,1433.59,127.36,1270.82,87.17,1143.8
1334275200,74.19,583.17,43.62,586.43,15.68,1111.11,48.41,837.49,32.42,1433.66,127.14,1270.7,86.94,1143.65
1334361600,74.22,583.18,43.35,586.16,15.67,1111.11,48.45,837.56,32.45,1433.74,126.9,1270.56,86.72,1143.49
