Year,Variable,Unit,Commodity,Population,Production,Imports,Beginning stocks,Supply,Exports,Ending stocks,Amount,PccProc Amount,PccFresh Amount
2011,Vegetables for canning,Pounds,Potatoes,312.138672,237.2118,88.78410768,,325.9959077,109.5469422,,216.4489655,,0.693438477
2012,Vegetables for canning,Pounds,Potatoes,314.334945,241.5909,115.2653437,,356.8562437,108.9896839,,247.8665598,,0.788542807
2013,Vegetables for canning,Pounds,Potatoes,316.505959,183.4399,104.2664684,,287.7063684,112.6806928,,175.0256757,,0.552993303
2014,Vegetables for canning,Pounds,Potatoes,318.839403,127.4977,90.01510944,,217.5128094,110.8081264,,106.7046831,,0.334665923
2015,Vegetables for canning,Pounds,Potatoes,321.132158,126.1655,98.51077908,,224.6762791,124.8397826,,99.83649644,,0.310889128
1970,Vegetables for canning,Pounds,Spinach,205.052,148.9,,83,231.9,,65.8,166.1,,0.810038429
1971,Vegetables for canning,Pounds,Spinach,207.661,157.1,,65.8,222.9,,67.6,155.3,,0.747853473
1972,Vegetables for canning,Pounds,Spinach,209.896,157.5,,67.6,225.1,,68.1,157,,0.747989481
1973,Vegetables for canning,Pounds,Spinach,211.909,157.8,,68.1,225.9,,58,167.9,,0.792321232
1974,Vegetables for canning,Pounds,Spinach,213.854,148.7,,58,206.7,,86.6,120.1,,0.5615981
1975,Vegetables for canning,Pounds,Spinach,215.973,181.5,,86.6,268.1,,111.7,156.4,,0.724164595
1976,Vegetables for canning,Pounds,Spinach,218.035,158.3,,111.7,270,,83.7,186.3,,0.854449974
1977,Vegetables for canning,Pounds,Spinach,220.239,128,,83.7,211.7,,70.9,140.8,,0.639305482
1978,Vegetables for canning,Pounds,Spinach,222.585,125.3,,70.9,196.2,1.40398295,52.7916,142.0044171,,0.637978377
1979,Vegetables for canning,Pounds,Spinach,225.055,105.84,,52.7916,158.6316,0.798172146,53.502,104.3314279,,0.463581915
1980,Vegetables for canning,Pounds,Spinach,227.726,148.16,,53.502,201.662,0.308579447,73.8372,127.5162206,,0.559954597
1981,Vegetables for canning,Pounds,Spinach,229.966,114.22,,73.8372,188.0572,0.981465743,68.376,118.6997343,,0.516162103
1982,Vegetables for canning,Pounds,Spinach,232.188,94.55576073,,68.376,162.9317607,0.441689579,67,95.49007115,,0.41126187
1983,Vegetables for canning,Pounds,Spinach,234.307,67.93706489,,,67.93706489,0.248253614,,67.68881128,,0.288889411
1984,Vegetables for canning,Pounds,Spinach,236.348,79.7226272,,,79.7226272,0.31197414,,79.41065306,,0.335990375
1985,Vegetables for canning,Pounds,Spinach,238.466,103.6090832,,,103.6090832,0.230998082,,103.3780851,,0.433512891
1986,Vegetables for canning,Pounds,Spinach,240.651,83.56210235,,,83.56210235,0.215989126,,83.34611323,,0.346336035
1987,Vegetables for canning,Pounds,Spinach,242.804,80.05600212,,,80.05600212,0.201540324,,79.85446179,,0.328884457
1988,Vegetables for canning,Pounds,Spinach,245.021,84.61641487,,,84.61641487,0.484971778,,84.13144309,,0.343364214
1989,Vegetables for canning,Pounds,Spinach,247.342,83.11726281,,,83.11726281,0.488921995,,82.62834081,,0.334065144
1990,Vegetables for canning,Pounds,Spinach,250.132,89.97042059,,,89.97042059,,,89.97042059,,0.359691765
1991,Vegetables for canning,Pounds,Spinach,253.493,85.46593272,,,85.46593272,,,85.46593272,,0.337153029
1992,Vegetables for canning,Pounds,Spinach,256.894,89.84,,,89.84,,,89.84,,0.349716225
1993,Vegetables for canning,Pounds,Spinach,260.255,115.74,,,115.74,,,115.74,,0.444717681
1994,Vegetables for canning,Pounds,Spinach,263.436,128.68,,,128.68,,,128.68,,0.488467787
1995,Vegetables for canning,Pounds,Spinach,266.557,120,,,120,,,120,,0.450185139
1996,Vegetables for canning,Pounds,Spinach,269.667,118.6,,,118.6,,,118.6,,0.439801681
1997,Vegetables for canning,Pounds,Spinach,272.912,82.36,,,82.36,,,82.36,,0.301782259
1998,Vegetables for canning,Pounds,Spinach,276.115,84.12,,,84.12,,,84.12,,0.304655669
1999,Vegetables for canning,Pounds,Spinach,279.295,81.6,,,81.6,,,81.6,,0.292164199
2000,Vegetables for canning,Pounds,Spinach,282.385,63.4,,,63.4,,,63.4,,0.224516175
2001,Vegetables for canning,Pounds,Spinach,285.309019,40.1,,,40.1,,,40.1,,0.14054936
2002,Vegetables for canning,Pounds,Spinach,288.104818,19.98,,,19.98,,,19.98,,0.06934976
2003,Vegetables for canning,Pounds,Spinach,290.819634,24.4,,,24.4,,,24.4,,0.0839008
2004,Vegetables for canning,Pounds,Spinach,293.463185,21.6,,,21.6,,,21.6,,0.073603781
2005,Vegetables for canning,Pounds,Spinach,296.186216,17.7,,,17.7,,,17.7,,0.059759702
2006,Vegetables for canning,Pounds,Spinach,298.995825,8.4,,,8.4,,,8.4,,0.028094038
2007,Vegetables for canning,Pounds,Spinach,302.003917,29.4,,,29.4,,,29.4,,0.097349731
2008,Vegetables for canning,Pounds,Spinach,304.797761,27,,,27,,,27,,0.088583328
2009,Vegetables for canning,Pounds,Spinach,307.439406,19.2,,,19.2,,,19.2,,0.062451331
2010,Vegetables for canning,Pounds,Spinach,309.76667,15.2,,,15.2,,,15.2,,0.049069191
2011,Vegetables for canning,Pounds,Spinach,312.138672,35.2,,,35.2,,,35.2,,0.112770391
2012,Vegetables for canning,Pounds,Spinach,314.334945,39.6,,,39.6,,,39.6,,0.125980266
2013,Vegetables for canning,Pounds,Spinach,316.505959,44,,,44,,,44,,0.13901792
2014,Vegetables for canning,Pounds,Spinach,318.839403,44,,,44,,,44,,0.138000509
2015,Vegetables for canning,Pounds,Spinach,321.132158,48,,,48,,,48,,0.149471172
1970,Vegetables for canning,Pounds,Tomatoes,205.052,11017.9,696,9655,21368.9,104.6,8527.9,12736.4,,62.11302499
1971,Vegetables for canning,Pounds,Tomatoes,207.661,11031.1,698.6,8527.9,20257.6,82.9,5987.9,14186.8,,68.31711299
1972,Vegetables for canning,Pounds,Tomatoes,209.896,11607.4,932.1,5987.9,18527.4,95.9,4815.6,13615.9,,64.86974502
1973,Vegetables for canning,Pounds,Tomatoes,211.909,11869.1,803,4815.6,17487.7,271.1,4835.8,12380.8,,58.42507869
1974,Vegetables for canning,Pounds,Tomatoes,213.854,14039.7,348.2,4835.8,19223.7,335.1,5773.3,13115.3,,61.32828939
1975,Vegetables for canning,Pounds,Tomatoes,215.973,17007.5,253,5773.3,23033.8,210.1,9447.1,13376.6,,61.93644576
1976,Vegetables for canning,Pounds,Tomatoes,218.035,12943.5,415.2,9447.1,22805.8,249.4,8242.1,14314.3,,65.65138625
1977,Vegetables for canning,Pounds,Tomatoes,220.239,15558.3,466.1,8242.1,24266.5,256,10186.2,13824.3,,62.76953673
1978,Vegetables for canning,Pounds,Tomatoes,222.585,12735.4,415.3,10186.2,23336.9,313.4,9782.8,13097.6,,58.84313858
1979,Vegetables for canning,Pounds,Tomatoes,225.055,14659,308.3,9782.8,24750.1,389,9746.4,14470.9,,64.29939348
1980,Vegetables for canning,Pounds,Tomatoes,227.726,12421.2,205.6,9746.4,22373.2,333.3,7442.1,14486.3,,63.61285053
1981,Vegetables for canning,Pounds,Tomatoes,229.966,11432.3,534.8,7442.1,19409.2,341,5315.3,13641.4,,59.31920371
1982,Vegetables for canning,Pounds,Tomatoes,232.188,14598,1405.9,5315.3,21319.2,290.8,7002.9,13959.3,,60.12067807
1983,Vegetables for canning,Pounds,Tomatoes,234.307,14059.7,1239.8,7002.9,22302.4,262.5,7706.6,14279.8,,60.94482879
1984,Vegetables for canning,Pounds,Tomatoes,236.348,15362.3,1274.1,7706.6,24343,226.8,7869.6,16192.3,,68.51041684
1985,Vegetables for canning,Pounds,Tomatoes,238.466,14354.3,1055.9,7869.6,23279.8,192.6,7971.8,15078.3,,63.23039762
1986,Vegetables for canning,Pounds,Tomatoes,240.651,14796.9,1118.9,7971.8,23887.6,207.3,8295.2,15309.2,,63.61577554
1987,Vegetables for canning,Pounds,Tomatoes,242.804,15215.4,883.3,8295.2,24393.9,230.6,8262,15831.2,,65.20156175
1988,Vegetables for canning,Pounds,Tomatoes,245.021,14819.8,892.3,8262,23974.1,326.3,8536.2,15017.6,,61.29107301
1989,Vegetables for canning,Pounds,Tomatoes,247.342,18968.9,1499.1,8536.2,29004.2,489,11350.4,17164.8,,69.39702921
1990,Vegetables for canning,Pounds,Tomatoes,250.132,20710.5,1069.5,11350.4,33130.4,789,13503.3,18838.1,,75.31263493
1991,Vegetables for canning,Pounds,Tomatoes,253.493,21746,761.7,13503.3,36011,975.3,15489.1,19546.6,,77.1090326
1992,Vegetables for canning,Pounds,Tomatoes,256.894,17554.9,450,15489.1,33494,1571.5,13088.2,18834.3,,73.31545307
1993,Vegetables for canning,Pounds,Tomatoes,260.255,19353.3,555.7,13088.2,32997.2,1700.5,11575.8,19720.9,,75.7752973
1994,Vegetables for canning,Pounds,Tomatoes,263.436,23079.4,858.5,11575.8,35513.7,1856.5,13562.2,20095,,76.28038689
1995,Vegetables for canning,Pounds,Tomatoes,266.557,22570,703.6,13562.2,36835.8,2015.9,14944.7,19875.2,,74.5626639
1996,Vegetables for canning,Pounds,Tomatoes,269.667,22814.6,482.8,14944.7,38242.1,2202.9,16338.4,19700.8,,73.05602836
1997,Vegetables for canning,Pounds,Tomatoes,272.912,19946.5,706,16338.4,36990.9,2671.5,14513.6,19805.8,,72.57211116
1998,Vegetables for canning,Pounds,Tomatoes,276.115,18804,931.1,14513.6,34248.7,2476.2,11331.8,20440.7,,74.02966155
1999,Vegetables for canning,Pounds,Tomatoes,279.295,25672,1339.6,11331.8,38343.4,2202.8,16261.6,19879,,71.17563866
2000,Vegetables for canning,Pounds,Tomatoes,282.385,21716.48,591.4180483,16261.6,38569.49805,2231.269977,16531.94667,19806.2814,,70.13928291
2001,Vegetables for canning,Pounds,Tomatoes,285.309019,18497.44,1106.875809,16531.94667,36136.26248,2410.358184,15029.71767,18696.18663,,65.52960257
2002,Vegetables for canning,Pounds,Tomatoes,288.104818,23341.64,1516.724086,15029.71767,39888.08175,2458.251232,17453.57567,19976.25485,,69.33676081
2003,Vegetables for canning,Pounds,Tomatoes,290.819634,19639.42,1152.794312,17453.57567,38245.78998,2935.593143,15003.082,20307.11484,,69.82717967
2004,Vegetables for canning,Pounds,Tomatoes,293.463185,24532.82,1282.717224,15003.082,40818.61922,2989.809266,17129.304,20699.50596,,70.5352733
2005,Vegetables for canning,Pounds,Tomatoes,296.186216,20386.24,1307.59772,17129.304,38823.14172,2985.853261,14006.24,21831.04846,,73.70717231
2006,Vegetables for canning,Pounds,Tomatoes,298.995825,21223.64,1697.645398,14006.24,36927.5254,3054.278697,14585.202,19288.0447,,64.50941147
2007,Vegetables for canning,Pounds,Tomatoes,302.003917,25319.78,1739.992223,14585.202,41644.97422,2849.034556,18050,20745.93967,,68.69427348
2008,Vegetables for canning,Pounds,Tomatoes,304.797761,24611.64,1338.179119,18050,43999.81912,5460.721395,18084,20455.09772,,67.11039365
2009,Vegetables for canning,Pounds,Tomatoes,307.439406,27941.12,1386.019865,18084,47411.13987,4459.613252,21346,21605.52661,,70.27572325
2010,Vegetables for canning,Pounds,Tomatoes,309.76667,25552.56,1326.583487,21346,48225.14349,4766.688064,21542,21916.45542,,70.75149635
2011,Vegetables for canning,Pounds,Tomatoes,312.138672,24792.3,1248.666456,21542,47582.96646,6152.157236,20916,20514.80922,,65.72338214
2012,Vegetables for canning,Pounds,Tomatoes,314.334945,26357.5,1188.086435,20916,48461.58644,6083.021485,21472,20906.56495,,66.51047007
2013,Vegetables for canning,Pounds,Tomatoes,316.505959,25263,1209.865216,21472,47944.86522,7723.773236,19352,20869.09198,,65.93585803
2014,Vegetables for canning,Pounds,Tomatoes,318.839403,29274.6,1203.025689,19352,49829.62569,8541.194877,19828,21460.43081,,67.30796323
2015,Vegetables for canning,Pounds,Tomatoes,321.132158,29508.7,1352.753955,19828,50689.45396,8059.525263,24554,18075.92869,,56.28813011
1970,Vegetables for canning,Pounds,Other vegetables for canning ,205.052,,,,,,,,,
1971,Vegetables for canning,Pounds,Other vegetables for canning ,207.661,,,,,,,,,
1972,Vegetables for canning,Pounds,Other vegetables for canning ,209.896,,,,,,,,,
1973,Vegetables for canning,Pounds,Other vegetables for canning ,211.909,,,,,,,,,
1974,Vegetables for canning,Pounds,Other vegetables for canning ,213.854,,,,,,,,,
1975,Vegetables for canning,Pounds,Other vegetables for canning ,215.973,,,,,,,,,
1976,Vegetables for canning,Pounds,Other vegetables for canning ,218.035,,,,,,,,,
1977,Vegetables for canning,Pounds,Other vegetables for canning ,220.239,,,,,,,,,
1978,Vegetables for canning,Pounds,Other vegetables for canning ,222.585,,,,,,,,,
1979,Vegetables for canning,Pounds,Other vegetables for canning ,225.055,,,,,,,,,
1980,Vegetables for canning,Pounds,Other vegetables for canning ,227.726,,,,,,,,,
1981,Vegetables for canning,Pounds,Other vegetables for canning ,229.966,,,,,,,,,
1982,Vegetables for canning,Pounds,Other vegetables for canning ,232.188,,,,,,,,,
1983,Vegetables for canning,Pounds,Other vegetables for canning ,234.307,,,,,,,,,
1984,Vegetables for canning,Pounds,Other vegetables for canning ,236.348,,,,,,,,,
1985,Vegetables for canning,Pounds,Other vegetables for canning ,238.466,,,,,,,,,
1986,Vegetables for canning,Pounds,Other vegetables for canning ,240.651,,,,,,,,,
1987,Vegetables for canning,Pounds,Other vegetables for canning ,242.804,,,,,,,,,
1988,Vegetables for canning,Pounds,Other vegetables for canning ,245.021,,,,,,,,,
1989,Vegetables for canning,Pounds,Other vegetables for canning ,247.342,,,,,,,,,
1990,Vegetables for canning,Pounds,Other vegetables for canning ,250.132,,292.7,,292.7,70.8,,221.9,,0.887131595
1991,Vegetables for canning,Pounds,Other vegetables for canning ,253.493,,349.341259,,349.341259,98.383055,,250.958204,,0.990001081
1992,Vegetables for canning,Pounds,Other vegetables for canning ,256.894,,344.150168,,344.150168,164.747719,,179.402449,,0.698352472
1993,Vegetables for canning,Pounds,Other vegetables for canning ,260.255,,345.276773,,345.276773,150.211398,,195.065375,,0.749516935
1994,Vegetables for canning,Pounds,Other vegetables for canning ,263.436,,380.298411,,380.298411,148.158126,,232.140285,,0.881203082
1995,Vegetables for canning,Pounds,Other vegetables for canning ,266.557,,350.475657,,350.475657,167.615549,,182.860108,,0.686008966
1996,Vegetables for canning,Pounds,Other vegetables for canning ,269.667,,395.023933,,395.023933,170.283096,,224.740837,,0.833402886
1997,Vegetables for canning,Pounds,Other vegetables for canning ,272.912,,473.4702617,,473.4702617,197.771868,,275.6983937,,1.010214947
1998,Vegetables for canning,Pounds,Other vegetables for canning ,276.115,,510.144295,,510.144295,222.274568,,287.869727,,1.042574862
1999,Vegetables for canning,Pounds,Other vegetables for canning ,279.295,,576.077516,,576.077516,208.756759,,367.320757,,1.314878326
2000,Vegetables for canning,Pounds,Other vegetables for canning ,282.385,,623.478832,,623.478832,186.288753,,437.190079,,1.54821222
2001,Vegetables for canning,Pounds,Other vegetables for canning ,285.309019,,721.490855,,721.490855,217.782223,,503.708632,,1.765478132
2002,Vegetables for canning,Pounds,Other vegetables for canning ,288.104818,,719.601741,,719.601741,243.482132,,476.119609,,1.652681275
2003,Vegetables for canning,Pounds,Other vegetables for canning ,290.819634,,699.232639,,699.232639,214.887951,,484.344688,,1.626749891
2004,Vegetables for canning,Pounds,Other vegetables for canning ,293.463185,,766.046861,,766.046861,194.052932,,571.993929,,1.905098723
2005,Vegetables for canning,Pounds,Other vegetables for canning ,296.186216,,820.9854024,,820.9854024,168.662673,,652.3227294,,2.151483881
2006,Vegetables for canning,Pounds,Other vegetables for canning ,298.995825,,783.89126,,783.89126,150.653982,,633.237278,,2.071414603
2007,Vegetables for canning,Pounds,Other vegetables for canning ,302.003917,,769.345957,,769.345957,148.197996,,621.147961,,2.009639037
2008,Vegetables for canning,Pounds,Other vegetables for canning ,304.797761,,769.241772,,769.241772,158.821024,,610.420748,,1.96087132
2009,Vegetables for canning,Pounds,Other vegetables for canning ,307.439406,,727.680005,,727.680005,177.1627193,,550.5172857,,1.750166606
2010,Vegetables for canning,Pounds,Other vegetables for canning ,309.76667,,811.768201,,811.768201,164.7372821,,647.0309189,,1.979128757
2011,Vegetables for canning,Pounds,Other vegetables for canning ,312.138672,,841.9000455,,841.9000455,195.4972266,,646.4028188,,1.912488971
2012,Vegetables for canning,Pounds,Other vegetables for canning ,314.334945,,857.3090074,,857.3090074,176.6255672,,680.6834402,,1.956256806
2013,Vegetables for canning,Pounds,Other vegetables for canning ,316.505959,,,,,,,,,1.923597345
2014,Vegetables for canning,Pounds,Other vegetables for canning ,318.839403,,,,,,,,,1.837151965
2015,Vegetables for canning,Pounds,Other vegetables for canning ,321.132158,,,,,,,,,2.179378914
